stop_id,stop_name,stop_id2,stop_lat,stop_lon, ,rider_id,rider_name,Borough,Rides2019,Rides2020,Linked,check_link,link,node_link
706,103 St-Corona Plaza,706,40.749865,-73.8627,,347,103 St-Corona Plaza (7),Q,6399657,3311294,1,706,,706
707,Junction Blvd,707,40.749145,-73.869527,,406,Junction Blvd (7),Q,6883317,3622647,1,707,,707
708,90 St-Elmhurst Av,708,40.748408,-73.876613,,377,90 St-Elmhurst Av (7),Q,5272683,2661934,1,708,,708
709,82 St-Jackson Hts,709,40.747659,-73.883697,,374,82 St-Jackson Hts (7),Q,4893865,2297896,1,709,,709
710,74 St-Broadway,710,40.746848,-73.891394,,370,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Q,17077862,7523538,2,LINK,LINK_710,LINK_710
711,69 St,711,40.746325,-73.896403,,369,69 St (7),Q,1564387,743488,1,711,,711
712,61 St-Woodside,712,40.74563,-73.902984,,424,Woodside-61 St (7),Q,5345369,2391083,1,712,,712
713,52 St,713,40.744149,-73.912549,,365,52 St (7),Q,1907368,847430,1,713,,713
714,46 St-Bliss St,714,40.743132,-73.918435,,364,46 St-Bliss St (7),Q,4019044,1769578,1,714,,714
715,40 St-Lowery St,715,40.743781,-73.924016,,362,40 St-Lowery St (7),Q,3074342,1236614,1,715,,715
716,33 St-Rawson St,716,40.744587,-73.930997,,358,33 St-Rawson St (7),Q,2907388,956400,1,716,,716
718,Queensboro Plaza,718,40.750582,-73.940202,,414,"Queensboro Plaza (N,W,7)",Q,5018211,1790223,2,LINK,LINK_718,LINK_718
719,Court Sq,719,40.747023,-73.945264,,393,"Court Sq (E,G,M,7)",Q,7033377,2368959,3,LINK,LINK_719,LINK_719
720,Hunters Point Av,720,40.742216,-73.948916,,402,Hunters Point Av (7),Q,1885928,705574,1,720,,720
721,Vernon Blvd-Jackson Av,721,40.742626,-73.953581,,421,Vernon Blvd-Jackson Av (7),Q,4623070,1768317,1,721,,721
723,Grand Central-42 St,723,40.751431,-73.976041,,326,"Grand Central-42 St (S,4,5,6,7)",M,45745700,13162826,3,LINK,LINK_326,LINK_326
724,5 Av,724,40.753821,-73.981963,,276,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",M,17213702,5405394,2,LINK,LINK_724,LINK_724
725,Times Sq-42 St,725,40.755477,-73.987691,,342,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",M,65020294,20341240,5,LINK,LINK_127,LINK_127
726,34 St-Hudson Yards,726,40.755882,-74.00191,,273,34 St-Hudson Yards (7),M,6108384,2092769,1,726,,726
901,Grand Central-42 St,901,40.752769,-73.979189,,326,"Grand Central-42 St (S,4,5,6,7)",M,45745700,13162826,3,LINK,LINK_326,LINK_326
902,Times Sq-42 St,902,40.755983,-73.986229,,342,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",M,65020294,20341240,5,LINK,LINK_127,LINK_127
A02,Inwood-207 St,A02,40.868072,-73.919899,,330,Inwood-207 St (A),M,3150731,1260062,1,A02,,A02
A03,Dyckman St,A03,40.865491,-73.927271,,321,Dyckman St (1),M,2079656,1055222,2,LINK,LINK_109,LINK_109
A05,190 St,A05,40.859022,-73.93418,,257,190 St (A),M,1535450,562043,1,A05,,A05
A06,181 St,A06,40.851695,-73.937969,,255,181 St (1),M,3523536,1682772,2,LINK,LINK_111,LINK_111
A07,175 St,A07,40.847391,-73.939704,,253,175 St (A),M,4182625,1665946,1,A07,,A07
A09,168 St,A09,40.840719,-73.939561,,252,"168 St (A,C,1)",M,6156288,3265733,2,LINK,LINK_112,LINK_112
A10,163 St-Amsterdam Av,A10,40.836013,-73.939892,,251,163 St-Amsterdam Av (C),M,1390312,617596,1,A10,,A10
A11,155 St,A11,40.830518,-73.941514,,249,155 St (C),M,895036,367255,1,A11,,A11
A12,145 St,A12,40.824783,-73.944216,,247,"145 St (A,B,C,D)",M,7464653,3111334,2,LINK,LINK_A12,LINK_A12
A14,135 St,A14,40.817894,-73.947649,,240,"135 St (B,C)",M,1743921,667495,1,A14,,A14
A15,125 St,A15,40.811109,-73.952343,,238,"125 St (A,B,C,D)",M,9208598,3863203,1,A15,,A15
A16,116 St,A16,40.805085,-73.954882,,233,"116 St (B,C)",M,2288111,896442,1,A16,,A16
A17,Cathedral Pkwy (110 St),A17,40.800603,-73.958161,,314,"Cathedral Pkwy-110 St (B,C)",M,2396624,934145,1,A17,,A17
A18,103 St,A18,40.796092,-73.961454,,229,"103 St (B,C)",M,1498363,579191,1,A18,,A18
A19,96 St,A19,40.791642,-73.964696,,302,"96 St (B,C)",M,3038864,1194638,1,A19,,A19
A20,86 St,A20,40.785868,-73.968916,,298,"86 St (B,C)",M,3232637,1188684,1,A20,,A20
A21,81 St-Museum of Natural History,A21,40.781433,-73.972143,,295,"81 St-Museum of Natural History (B,C)",M,4407607,1275973,1,A21,,A21
A22,72 St,A22,40.775594,-73.97641,,290,"72 St (B,C)",M,2837041,935070,1,A22,,A22
A24,59 St-Columbus Circle,A24,40.768296,-73.981736,,285,"59 St-Columbus Circle (A,B,C,D,1)",M,23040650,7618925,2,LINK,LINK_125,LINK_125
A25,50 St,A25,40.762456,-73.985984,,282,"50 St (C,E)",M,6902595,2002813,1,A25,,A25
A27,42 St-Port Authority Bus Terminal,A27,40.757308,-73.989735,,342,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",M,65020294,20341240,5,LINK,LINK_127,LINK_127
A28,34 St-Penn Station,A28,40.752287,-73.993391,,275,"34 St-Penn Station (A,C,E)",M,25631364,8010472,1,A28,,A28
A30,23 St,A30,40.745906,-73.998041,,264,"23 St (C,E)",M,7272610,2341259,1,A30,,A30
A31,14 St,A31,40.740893,-74.00169,,242,"14 St (A,C,E)/8 Av (L)",M,14239275,4463227,2,LINK,LINK_A31,LINK_A31
A32,W 4 St-Wash Sq,A32,40.732338,-74.000495,,345,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,14063633,4503429,2,LINK,LINK_A32,LINK_A32
A33,Spring St,A33,40.726227,-74.003739,,341,"Spring St (C,E)",M,4423135,1377863,1,A33,,A33
A34,Canal St,A34,40.720824,-74.005229,,311,"Canal St (A,C,E)",M,6403172,1965245,1,A34,,A34
A36,Chambers St,A36,40.714111,-74.008585,,317,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,20820549,5930847,4,LINK,LINK_317,LINK_317
A38,Fulton St,A38,40.710197,-74.007691,,325,"Fulton St (A,C,J,Z,2,3,4,5)",M,27715365,8855302,4,LINK,LINK_229,LINK_229
A40,High St,A40,40.699337,-73.990531,,164,"High St (A,C)",B,3536860,1043554,1,A40,,A40
A41,Jay St-MetroTech,A41,40.692338,-73.987342,,167,"Jay St-MetroTech (A,C,F,R)",B,12238047,4048255,2,LINK,LINK_A41,LINK_A41
A42,Hoyt-Schermerhorn Sts,A42,40.688484,-73.985001,,166,"Hoyt-Schermerhorn Sts (A,C,G)",B,3605153,1426671,1,A42,,A42
A43,Lafayette Av,A43,40.686113,-73.973946,,177,Lafayette Av (C),B,1599887,619691,1,A43,,A43
A44,Clinton-Washington Avs,A44,40.683263,-73.965838,,132,Clinton-Washington Avs (C),B,2144338,724726,1,A44,,A44
A45,Franklin Av,A45,40.68138,-73.956848,,153,"Franklin Av (C,S)",B,1977940,781552,1,A45,,A45
A46,Nostrand Av,A46,40.680438,-73.950426,,199,"Nostrand Av (A,C)",B,5608232,2150476,1,A46,,A46
A47,Kingston-Throop Avs,A47,40.679921,-73.940858,,174,Kingston-Throop Avs (C),B,2055094,791030,1,A47,,A47
A48,Utica Av,A48,40.679364,-73.930729,,218,"Utica Av (A,C)",B,5106247,2085483,1,A48,,A48
A49,Ralph Av,A49,40.678822,-73.920786,,207,Ralph Av (C),B,1829126,818101,1,A49,,A49
A50,Rockaway Av,A50,40.67834,-73.911946,,209,Rockaway Av (C),B,1787343,781385,1,A50,,A50
A51,Broadway Junction,A51,40.678334,-73.905316,,120,"Broadway Junction (A,C,J,L,Z)",B,2759349,1292868,3,LINK,LINK_A51,LINK_A51
A52,Liberty Av,A52,40.674542,-73.896548,,178,Liberty Av (C),B,833633,381652,1,A52,,A52
A53,Van Siclen Av,A53,40.67271,-73.890358,,220,Van Siclen Av (C),B,918811,437290,1,A53,,A53
A54,Shepherd Av,A54,40.67413,-73.88075,,212,Shepherd Av (C),B,977012,449144,1,A54,,A54
A55,Euclid Av,A55,40.675377,-73.872106,,145,"Euclid Av (A,C)",B,3240578,1537226,1,A55,,A55
A57,Grant Av,A57,40.677044,-73.86505,,159,Grant Av (A),B,1749932,802190,1,A57,,A57
A59,80 St,A59,40.679371,-73.858992,,373,80 St (A),Q,1298825,552808,1,A59,,A59
A60,88 St,A60,40.679843,-73.85147,,376,88 St (A),Q,853110,384745,1,A60,,A60
A61,Rockaway Blvd,A61,40.680429,-73.843853,,415,Rockaway Blvd (A),Q,2299903,1040869,1,A61,,A61
A63,104 St,A63,40.681711,-73.837683,,348,104 St (A),Q,536924,243156,1,A63,,A63
A64,111 St,A64,40.684331,-73.832163,,351,111 St (A),Q,760163,339066,1,A64,,A64
A65,Ozone Park-Lefferts Blvd,A65,40.685951,-73.825798,,411,Ozone Park-Lefferts Blvd (A),Q,2216647,1019115,1,A65,,A65
B04,21 St-Queensbridge,B04,40.754203,-73.942836,,356,21 St-Queensbridge (F),Q,3516992,1355845,1,B04,,B04
B06,Roosevelt Island,B06,40.759145,-73.95326,,338,Roosevelt Island (F),M,2380764,893253,1,B06,,B06
B08,Lexington Av/63 St,B08,40.764629,-73.966113,,333,"Lexington Av-63 St (F,Q)",M,6567634,2441527,1,B08,,B08
B10,57 St,B10,40.763972,-73.97745,,283,57 St (F),M,4550216,1491039,1,B10,,B10
B12,9 Av,B12,40.646292,-73.994324,,92,9 Av (D),B,1708387,807970,1,B12,,B12
B13,Fort Hamilton Pkwy,B13,40.640914,-73.994304,,149,Fort Hamilton Pkwy (D),B,1207971,614581,1,B13,,B13
B14,50 St,B14,40.63626,-73.994791,,80,50 St (D),B,976988,521944,1,B14,,B14
B15,55 St,B15,40.631435,-73.995476,,82,55 St (D),B,637405,330043,1,B15,,B15
B16,62 St,B16,40.626472,-73.996895,,194,New Utrecht Av (N)/62 St (D),B,1501183,718496,2,LINK,LINK_B16,LINK_B16
B17,71 St,B17,40.619589,-73.998864,,86,71 St (D),B,1722921,721711,1,B17,,B17
B18,79 St,B18,40.613501,-74.00061,,88,79 St (D),B,1926290,816330,1,B18,,B18
B19,18 Av,B19,40.607954,-74.001736,,70,18 Av (D),B,1942617,851720,1,B19,,B19
B20,20 Av,B20,40.604556,-73.998168,,73,20 Av (D),B,1578971,703957,1,B20,,B20
B21,Bay Pkwy,B21,40.601875,-73.993728,,107,Bay Pkwy (D),B,2446673,1086573,1,B21,,B21
B22,25 Av,B22,40.597704,-73.986829,,75,25 Av (D),B,1507759,609450,1,B22,,B22
B23,Bay 50 St,B23,40.588841,-73.983765,,106,Bay 50 St (D),B,821873,351591,1,B23,,B23
D01,Norwood-205 St,D01,40.874811,-73.878855,,53,Norwood-205 St (D),Bx,2639003,1315356,1,D01,,D01
D03,Bedford Park Blvd,D03,40.873244,-73.887138,,22,"Bedford Park Blvd (B,D)",Bx,2143375,968590,1,D03,,D03
D04,Kingsbridge Rd,D04,40.866978,-73.893509,,45,"Kingsbridge Rd (B,D)",Bx,2485283,1189102,1,D04,,D04
D05,Fordham Rd,D05,40.861296,-73.897749,,37,"Fordham Rd (B,D)",Bx,3671217,1713032,1,D05,,D05
D06,182-183 Sts,D06,40.856093,-73.900741,,11,"182-183 Sts (B,D)",Bx,1513443,761613,1,D06,,D06
D07,Tremont Av,D07,40.85041,-73.905227,,61,"Tremont Av (B,D)",Bx,3052099,1433744,1,D07,,D07
D08,174-175 Sts,D08,40.8459,-73.910136,,9,"174-175 Sts (B,D)",Bx,1518260,788121,1,D08,,D08
D09,170 St,D09,40.839306,-73.9134,,7,"170 St (B,D)",Bx,2130461,1002095,1,D09,,D09
D10,167 St,D10,40.833771,-73.91844,,5,"167 St (B,D)",Bx,2734530,1422149,1,D10,,D10
D11,161 St-Yankee Stadium,D11,40.827905,-73.925651,,3,"161 St-Yankee Stadium (B,D,4)",Bx,8254928,3221651,2,LINK,LINK_414,LINK_414
D12,155 St,D12,40.830135,-73.938209,,248,"155 St (B,D)",M,1123868,546625,1,D12,,D12
D13,145 St,D13,40.824783,-73.944216,,247,"145 St (A,B,C,D)",M,7464653,3111334,2,LINK,LINK_A12,LINK_A12
D14,7 Av,D14,40.762862,-73.981637,,288,"7 Av (B,D,E)",M,5508778,1545234,1,D14,,D14
D15,47-50 Sts-Rockefeller Ctr,D15,40.758663,-73.981329,,277,"47-50 Sts-Rockefeller Center (B,D,F,M)",M,18604810,5826100,1,D15,,D15
D16,42 St-Bryant Pk,D16,40.754222,-73.984569,,276,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",M,17213702,5405394,2,LINK,LINK_724,LINK_724
D17,34 St-Herald Sq,D17,40.749719,-73.987823,,272,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",M,39385436,12826841,2,LINK,LINK_D17,LINK_D17
D18,23 St,D18,40.742878,-73.992821,,265,"23 St (F,M)",M,8619473,3100291,1,D18,,D18
D19,14 St,D19,40.738228,-73.996209,,243,"14 St (F,M,1,2,3)/6 Av (L)",M,14736035,5057029,3,LINK,LINK_132,LINK_132
D20,W 4 St-Wash Sq,D20,40.732338,-74.000495,,345,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,14063633,4503429,2,LINK,LINK_A32,LINK_A32
D21,Broadway-Lafayette St,D21,40.725297,-73.996204,,308,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",M,12455155,4062645,2,LINK,LINK_637,LINK_637
D22,Grand St,D22,40.718267,-73.993753,,327,"Grand St (B,D)",M,8024364,2908017,1,D22,,D22
D24,Atlantic Av-Barclays Ctr,D24,40.68446,-73.97689,,95,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",B,13939794,5474265,3,LINK,LINK_235,LINK_235
D25,7 Av,D25,40.67705,-73.972367,,84,"7 Av (B,Q)",B,3103599,1007948,1,D25,,D25
D26,Prospect Park,D26,40.661614,-73.962246,,206,"Prospect Park (B,Q,S)",B,3323334,1261501,1,D26,,D26
D27,Parkside Av,D27,40.655292,-73.961495,,202,Parkside Av (Q),B,1955051,861896,1,D27,,D27
D28,Church Av,D28,40.650527,-73.962982,,127,"Church Av (B,Q)",B,5061013,2181585,1,D28,,D28
D29,Beverley Rd,D29,40.644031,-73.964492,,116,Beverley Rd (Q),B,1048249,453974,1,D29,,D29
D30,Cortelyou Rd,D30,40.640927,-73.963891,,135,Cortelyou Rd (Q),B,1957538,835380,1,D30,,D30
D31,Newkirk Plaza,D31,40.635082,-73.962793,,196,"Newkirk Plaza (B,Q)",B,3252504,1356510,1,D31,,D31
D32,Avenue H,D32,40.62927,-73.961639,,96,Avenue H (Q),B,991766,395439,1,D32,,D32
D33,Avenue J,D33,40.625039,-73.960803,,98,Avenue J (Q),B,1775846,799621,1,D33,,D33
D34,Avenue M,D34,40.617618,-73.959399,,99,Avenue M (Q),B,1691285,763258,1,D34,,D34
D35,Kings Hwy,D35,40.60867,-73.957734,,170,"Kings Hwy (B,Q)",B,5938819,2588491,1,D35,,D35
D37,Avenue U,D37,40.5993,-73.955929,,104,Avenue U (Q),B,2301941,979080,1,D37,,D37
D38,Neck Rd,D38,40.595246,-73.955161,,189,Neck Rd (Q),B,1362524,573448,1,D38,,D38
D39,Sheepshead Bay,D39,40.586896,-73.954155,,211,"Sheepshead Bay (B,Q)",B,4169796,1772098,1,D39,,D39
D40,Brighton Beach,D40,40.577621,-73.961376,,118,"Brighton Beach (B,Q)",B,3745994,1683782,1,D40,,D40
D41,Ocean Pkwy,D41,40.576312,-73.968501,,200,Ocean Pkwy (Q),B,1033340,462998,1,D41,,D41
D42,W 8 St-NY Aquarium,D42,40.576127,-73.975939,,222,"West 8 St-New York Aquarium (F,Q)",B,837836,315691,1,D42,,D42
D43,Coney Island-Stillwell Av,D43,40.577422,-73.981233,,134,"Coney Island-Stillwell Av (D,F,N,Q)",B,4579191,1838369,1,D43,,D43
E01,World Trade Center,E01,40.712582,-74.009781,,317,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,20820549,5930847,4,LINK,LINK_317,LINK_317
F01,Jamaica-179 St,F01,40.712646,-73.783817,,404,Jamaica-179 St (F),Q,6262449,2741359,1,F01,,F01
F02,169 St,F02,40.71047,-73.793604,,354,169 St (F),Q,2465120,1061564,1,F02,,F02
F03,Parsons Blvd,F03,40.707564,-73.803326,,412,Parsons Blvd (F),Q,2086114,1089861,1,F03,,F03
F04,Sutphin Blvd,F04,40.70546,-73.810708,,419,Sutphin Blvd (F),Q,1345420,702013,1,F04,,F04
F05,Briarwood,F05,40.709179,-73.820574,,390,"Briarwood-Van Wyck Blvd (E,F)",Q,1501152,627403,1,F05,,F05
F06,Kew Gardens-Union Tpke,F06,40.714441,-73.831008,,407,"Kew Gardens-Union Turnpike (E,F)",Q,7625674,3054242,1,F06,,F06
F07,75 Av,F07,40.718331,-73.837324,,371,"75 Av (E,F)",Q,1059027,395084,1,F07,,F07
F09,Court Sq-23 St,F09,40.747846,-73.946,,393,"Court Sq (E,G,M,7)",Q,7033377,2368959,3,LINK,LINK_719,LINK_719
F11,Lexington Av/53 St,F11,40.757552,-73.969055,,332,"Lexington Av-53 St (E,M)/51 St (6)",M,18957465,5718725,2,LINK,LINK_630,LINK_630
F12,5 Av/53 St,F12,40.760167,-73.975224,,279,"5 Av-53 St (E,M)",M,7684091,2076871,1,F12,,F12
F15,Delancey St-Essex St,F15,40.718611,-73.988114,,320,"Delancey St (F)/Essex St (J,M,Z)",M,8861296,3388714,2,LINK,LINK_F15,LINK_F15
F14,2 Av,F14,40.723402,-73.989938,,259,2 Av (F),M,5583944,1846978,1,F14,,F14
F16,East Broadway,F16,40.713715,-73.990173,,323,East Broadway (F),M,4460330,1622512,1,F16,,F16
F18,York St,F18,40.701397,-73.986751,,225,York St (F),B,3927129,1257103,1,F18,,F18
F20,Bergen St,F20,40.686145,-73.990862,,115,"Bergen St (F,G)",B,3577496,1240354,1,F20,,F20
F21,Carroll St,F21,40.680303,-73.995048,,123,"Carroll St (F,G)",B,3615019,1261245,1,F21,,F21
F23,4 Av-9 St,F23,40.670272,-73.989779,,78,"4 Av (F,G)/9 St (R)",B,3924882,1531708,2,LINK,LINK_F23,LINK_F23
F22,Smith-9 Sts,F22,40.67358,-73.995959,,213,"Smith-9 Sts (F,G)",B,1435824,609725,1,F22,,F22
F24,7 Av,F24,40.666271,-73.980305,,85,"7 Av (F,G)",B,3675218,1314989,1,F24,,F24
F25,15 St-Prospect Park,F25,40.660365,-73.979493,,69,"15 St-Prospect Park (F,G)",B,1964534,681492,1,F25,,F25
F26,Fort Hamilton Pkwy,F26,40.650782,-73.975776,,150,"Fort Hamilton Pkwy (F,G)",B,1800167,633055,1,F26,,F26
F27,Church Av,F27,40.644041,-73.979678,,128,"Church Av (F,G)",B,3051736,1368063,1,F27,,F27
F29,Ditmas Av,F29,40.636119,-73.978172,,142,Ditmas Av (F),B,1177275,538215,1,F29,,F29
F30,18 Av,F30,40.629755,-73.976971,,71,18 Av (F),B,1113492,503136,1,F30,,F30
F31,Avenue I,F31,40.625322,-73.976127,,97,Avenue I (F),B,584129,262583,1,F31,,F31
F32,Bay Pkwy,F32,40.620769,-73.975264,,108,Bay Pkwy (F),B,362802,167877,1,F32,,F32
F33,Avenue N,F33,40.61514,-73.974197,,100,Avenue N (F),B,877383,393183,1,F33,,F33
F34,Avenue P,F34,40.608944,-73.973022,,101,Avenue P (F),B,739804,333836,1,F34,,F34
